EventID	JourneyID	AutoID	engine_speed	vehicle_speed	road_speed_limit	transmission_gear_position	beam_status	latitude	longitude	timastamp
1217	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3476	38	40	3	1	90.210454	12.545827	2018-05-12 22:15:31.219
1218	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3384	37	40	3	1	90.210399	12.545908	2018-05-12 22:15:41.219
1219	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	2352	36	40	4	1	90.210335	12.545972	2018-05-12 22:15:51.219
1220	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3293	36	40	3	1	90.210402	12.545915	2018-05-12 22:16:01.219
1221	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3567	39	40	3	1	90.210498	12.546004	2018-05-12 22:16:11.219
1222	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3567	39	40	3	1	90.210471	12.546093	2018-05-12 22:16:21.219
1223	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3659	40	40	3	1	90.210493	12.546143	2018-05-12 22:16:31.219
1224	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3750	41	40	3	1	90.210432	12.546134	2018-05-12 22:16:41.219
1225	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3659	40	40	3	1	90.210402	12.546169	2018-05-12 22:16:51.219
1226	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3476	38	40	3	1	90.210437	12.546094	2018-05-12 22:17:01.219
1227	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3384	37	40	3	1	90.210433	12.546125	2018-05-12 22:17:11.219
1228	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3567	39	40	3	1	90.210494	12.546211	2018-05-12 22:17:21.219
1229	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3750	41	40	3	1	90.210573	12.546187	2018-05-12 22:17:31.219
1230	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	4939	42	40	2	1	90.210496	12.546236	2018-05-12 22:17:41.219
1231	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	4025	44	40	3	1	90.210470	12.546306	2018-05-12 22:17:51.219
1232	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3933	43	40	3	1	90.210398	12.546283	2018-05-12 22:18:01.219
1233	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3933	43	40	3	1	90.210385	12.546356	2018-05-12 22:18:11.219
1234	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	5057	43	40	2	1	90.210381	12.546449	2018-05-12 22:18:21.219
1235	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	9343	44	40	1	1	90.210398	12.546385	2018-05-12 22:18:31.219
1236	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	9130	43	40	1	1	90.210362	12.546358	2018-05-12 22:18:41.219
1237	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3933	43	40	3	1	90.210413	12.546418	2018-05-12 22:18:51.219
1238	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3842	42	40	3	1	90.210475	12.546499	2018-05-12 22:19:01.219
1239	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3750	41	40	3	1	90.210562	12.546507	2018-05-12 22:19:11.219
1240	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	4939	42	40	2	1	90.210491	12.546471	2018-05-12 22:19:21.219
1241	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3933	43	40	3	1	90.210485	12.546400	2018-05-12 22:19:31.219
1242	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3933	43	40	3	1	90.210436	12.546453	2018-05-12 22:19:41.219
1243	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	2744	42	40	4	1	90.210388	12.546539	2018-05-12 22:19:51.219
1244	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	3842	42	40	3	1	90.210300	12.546527	2018-05-12 22:20:01.219
1245	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	4025	44	40	3	1	90.210248	12.546442	2018-05-12 22:20:11.219
1246	CC8E98F4-8789-48C5-AB08-A8DE28005EEB	3	2744	42	40	4	1	90.210216	12.546481	2018-05-12 22:20:21.219
1247	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4573	50	50	3	0	161.289508	130.967421	2018-05-12 22:09:21.221
1248	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3397	52	50	4	0	161.289443	130.967483	2018-05-12 22:09:31.221
1249	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3058	52	50	5	0	161.289439	130.967577	2018-05-12 22:09:41.221
1250	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3528	54	50	4	0	161.289357	130.967554	2018-05-12 22:09:51.221
1251	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4756	52	50	3	0	161.289270	130.967500	2018-05-12 22:10:01.221
1252	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4573	50	50	3	0	161.289189	130.967501	2018-05-12 22:10:11.221
1253	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4482	49	50	3	0	161.289250	130.967509	2018-05-12 22:10:21.221
1254	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4482	49	50	3	1	161.289285	130.967445	2018-05-12 22:10:31.221
1255	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289342	130.967346	2018-05-12 22:10:41.221
1256	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289327	130.967431	2018-05-12 22:10:51.221
1257	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	5174	44	50	2	1	161.289240	130.967501	2018-05-12 22:11:01.221
1258	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	5292	45	50	2	1	161.289227	130.967548	2018-05-12 22:11:11.221
1259	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4025	44	50	3	1	161.289185	130.967588	2018-05-12 22:11:21.221
1260	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4116	45	50	3	1	161.289213	130.967654	2018-05-12 22:11:31.221
1261	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2940	45	50	4	1	161.289261	130.967659	2018-05-12 22:11:41.221
1262	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289254	130.967637	2018-05-12 22:11:51.221
1263	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289255	130.967683	2018-05-12 22:12:01.221
1264	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4299	47	50	3	1	161.289268	130.967643	2018-05-12 22:12:11.221
1265	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4482	49	50	3	1	161.289275	130.967633	2018-05-12 22:12:21.221
1266	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289200	130.967635	2018-05-12 22:12:31.221
1267	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289197	130.967564	2018-05-12 22:12:41.221
1268	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4299	47	50	3	1	161.289204	130.967546	2018-05-12 22:12:51.221
1269	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289139	130.967491	2018-05-12 22:13:01.221
1270	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289045	130.967446	2018-05-12 22:13:11.221
1271	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289022	130.967452	2018-05-12 22:13:21.221
1272	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289073	130.967473	2018-05-12 22:13:31.221
1273	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289141	130.967385	2018-05-12 22:13:41.221
1274	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3005	46	50	4	1	161.289086	130.967352	2018-05-12 22:13:51.221
1275	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3005	46	50	4	1	161.289090	130.967429	2018-05-12 22:14:01.221
1276	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3071	47	50	4	1	161.289111	130.967362	2018-05-12 22:14:11.221
1277	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289144	130.967293	2018-05-12 22:14:21.221
1278	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289081	130.967208	2018-05-12 22:14:31.221
1279	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4573	50	50	3	1	161.289102	130.967262	2018-05-12 22:14:41.221
1280	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3332	51	50	4	1	161.289171	130.967235	2018-05-12 22:14:51.221
1281	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3397	52	50	4	1	161.289246	130.967175	2018-05-12 22:15:01.221
1282	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4665	51	50	3	1	161.289313	130.967157	2018-05-12 22:15:11.221
1283	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4665	51	50	3	1	161.289380	130.967201	2018-05-12 22:15:21.221
1284	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3267	50	50	4	1	161.289379	130.967207	2018-05-12 22:15:31.221
1285	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3267	50	50	4	1	161.289348	130.967220	2018-05-12 22:15:41.221
1286	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4665	51	50	3	1	161.289251	130.967255	2018-05-12 22:15:51.221
1287	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3267	50	50	4	1	161.289154	130.967181	2018-05-12 22:16:01.221
1288	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4665	51	50	3	1	161.289205	130.967105	2018-05-12 22:16:11.221
1289	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4573	50	50	3	1	161.289122	130.967168	2018-05-12 22:16:21.221
1290	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3267	50	50	4	1	161.289116	130.967251	2018-05-12 22:16:31.221
1291	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4482	49	50	3	1	161.289183	130.967340	2018-05-12 22:16:41.221
1292	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3267	50	50	4	1	161.289216	130.967358	2018-05-12 22:16:51.221
1293	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3136	48	50	4	1	161.289170	130.967441	2018-05-12 22:17:01.221
1294	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289185	130.967382	2018-05-12 22:17:11.221
1295	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289256	130.967442	2018-05-12 22:17:21.221
1296	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289350	130.967367	2018-05-12 22:17:31.221
1297	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4025	44	50	3	1	161.289271	130.967401	2018-05-12 22:17:41.221
1298	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4116	45	50	3	1	161.289329	130.967404	2018-05-12 22:17:51.221
1299	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289231	130.967460	2018-05-12 22:18:01.221
1300	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4207	46	50	3	1	161.289139	130.967449	2018-05-12 22:18:11.221
1301	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4390	48	50	3	1	161.289232	130.967382	2018-05-12 22:18:21.221
1302	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3136	48	50	4	1	161.289311	130.967381	2018-05-12 22:18:31.221
1303	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3005	46	50	4	1	161.289270	130.967472	2018-05-12 22:18:41.221
1304	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4025	44	50	3	1	161.289237	130.967518	2018-05-12 22:18:51.221
1305	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4025	44	50	3	1	161.289334	130.967474	2018-05-12 22:19:01.221
1306	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3933	43	50	3	1	161.289432	130.967566	2018-05-12 22:19:11.221
1307	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4025	44	50	3	1	161.289465	130.967639	2018-05-12 22:19:21.221
1308	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4116	45	50	3	1	161.289458	130.967734	2018-05-12 22:19:31.221
1309	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3933	43	50	3	1	161.289368	130.967785	2018-05-12 22:19:41.221
1310	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	50	3	1	161.289270	130.967714	2018-05-12 22:19:51.221
1311	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	50	3	1	161.289304	130.967671	2018-05-12 22:20:01.221
1312	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	50	3	1	161.289332	130.967763	2018-05-12 22:20:11.221
1313	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	50	3	1	161.289397	130.967859	2018-05-12 22:20:21.221
1314	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3933	43	50	3	1	161.289474	130.967879	2018-05-12 22:20:31.221
1315	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	50	3	1	161.289385	130.967894	2018-05-12 22:20:41.221
1316	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	50	3	1	161.289343	130.967813	2018-05-12 22:20:51.221
1317	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	40	3	1	161.289259	130.967894	2018-05-12 22:21:01.221
1318	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3659	40	40	3	1	161.289231	130.967984	2018-05-12 22:21:11.221
1319	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289182	130.967947	2018-05-12 22:21:21.221
1320	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3750	41	40	3	1	161.289255	130.967984	2018-05-12 22:21:31.221
1321	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3933	43	40	3	1	161.289305	130.968008	2018-05-12 22:21:41.221
1322	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	40	3	1	161.289211	130.968033	2018-05-12 22:21:51.221
1323	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4025	44	40	3	1	161.289241	130.968052	2018-05-12 22:22:01.221
1324	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	40	3	1	161.289192	130.967971	2018-05-12 22:22:11.221
1325	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3750	41	40	3	1	161.289220	130.968016	2018-05-12 22:22:21.221
1326	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3659	40	40	3	1	161.289153	130.968053	2018-05-12 22:22:31.221
1327	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3842	42	40	3	1	161.289250	130.968153	2018-05-12 22:22:41.221
1328	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3659	40	40	3	1	161.289322	130.968071	2018-05-12 22:22:51.221
1329	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.289249	130.968096	2018-05-12 22:23:01.221
1330	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.289251	130.968158	2018-05-12 22:23:11.221
1331	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289292	130.968246	2018-05-12 22:23:21.221
1332	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4469	38	40	2	1	161.289366	130.968332	2018-05-12 22:23:31.221
1333	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289300	130.968399	2018-05-12 22:23:41.221
1334	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289357	130.968316	2018-05-12 22:23:51.221
1335	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289369	130.968312	2018-05-12 22:24:01.221
1336	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289440	130.968228	2018-05-12 22:24:11.221
1337	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3293	36	40	3	1	161.289479	130.968180	2018-05-12 22:24:21.221
1338	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289407	130.968138	2018-05-12 22:24:31.221
1339	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289504	130.968094	2018-05-12 22:24:41.221
1340	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2417	37	40	4	1	161.289575	130.968178	2018-05-12 22:24:51.221
1341	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289534	130.968175	2018-05-12 22:25:01.221
1342	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289481	130.968252	2018-05-12 22:25:11.221
1343	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.289451	130.968347	2018-05-12 22:25:21.221
1344	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289541	130.968432	2018-05-12 22:25:31.221
1345	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289580	130.968466	2018-05-12 22:25:41.221
1346	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3293	36	40	3	1	161.289620	130.968394	2018-05-12 22:25:51.221
1347	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289605	130.968420	2018-05-12 22:26:01.221
1348	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289620	130.968333	2018-05-12 22:26:11.221
1349	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289620	130.968262	2018-05-12 22:26:21.221
1350	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289539	130.968199	2018-05-12 22:26:31.221
1351	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289451	130.968201	2018-05-12 22:26:41.221
1352	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4116	35	40	2	1	161.289420	130.968178	2018-05-12 22:26:51.221
1353	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289388	130.968135	2018-05-12 22:27:01.221
1354	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289408	130.968105	2018-05-12 22:27:11.221
1355	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289468	130.968089	2018-05-12 22:27:21.221
1356	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289557	130.968128	2018-05-12 22:27:31.221
1357	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2221	34	40	4	1	161.289592	130.968155	2018-05-12 22:27:41.221
1358	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	1999	34	40	5	1	161.289615	130.968135	2018-05-12 22:27:51.221
1359	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289558	130.968077	2018-05-12 22:28:01.221
1360	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289461	130.968082	2018-05-12 22:28:11.221
1361	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2352	36	40	4	1	161.289508	130.968108	2018-05-12 22:28:21.221
1362	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289573	130.968141	2018-05-12 22:28:31.221
1363	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289566	130.968202	2018-05-12 22:28:41.221
1364	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289470	130.968123	2018-05-12 22:28:51.221
1365	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289382	130.968180	2018-05-12 22:29:01.221
1366	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289292	130.968192	2018-05-12 22:29:11.221
1367	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289318	130.968110	2018-05-12 22:29:21.221
1368	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289410	130.968203	2018-05-12 22:29:31.221
1369	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2352	36	40	4	1	161.289501	130.968246	2018-05-12 22:29:41.221
1370	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2287	35	40	4	1	161.289598	130.968298	2018-05-12 22:29:51.221
1371	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3110	34	40	3	1	161.289680	130.968295	2018-05-12 22:30:01.221
1372	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4234	36	40	2	1	161.289620	130.968350	2018-05-12 22:30:11.221
1373	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289657	130.968375	2018-05-12 22:30:21.221
1374	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3201	35	40	3	1	161.289582	130.968453	2018-05-12 22:30:31.221
1375	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3293	36	40	3	1	161.289652	130.968524	2018-05-12 22:30:41.221
1376	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	4234	36	40	2	1	161.289580	130.968500	2018-05-12 22:30:51.221
1377	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.289548	130.968440	2018-05-12 22:31:01.221
1378	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289488	130.968489	2018-05-12 22:31:11.221
1379	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289585	130.968509	2018-05-12 22:31:21.221
1380	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289601	130.968450	2018-05-12 22:31:31.221
1381	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.289677	130.968416	2018-05-12 22:31:41.221
1382	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.289763	130.968338	2018-05-12 22:31:51.221
1383	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2417	37	40	4	1	161.289794	130.968275	2018-05-12 22:32:01.221
1384	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3293	36	40	3	1	161.289813	130.968327	2018-05-12 22:32:11.221
1385	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2483	38	40	4	1	161.289878	130.968316	2018-05-12 22:32:21.221
1386	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.289954	130.968277	2018-05-12 22:32:31.221
1387	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.290036	130.968193	2018-05-12 22:32:41.221
1388	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3384	37	40	3	1	161.290080	130.968283	2018-05-12 22:32:51.221
1389	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.290164	130.968343	2018-05-12 22:33:01.221
1390	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2417	37	40	4	1	161.290214	130.968321	2018-05-12 22:33:11.221
1391	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2483	38	40	4	1	161.290232	130.968249	2018-05-12 22:33:21.221
1392	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3659	40	40	3	1	161.290261	130.968220	2018-05-12 22:33:31.221
1393	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.290297	130.968173	2018-05-12 22:33:41.221
1394	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2417	37	40	4	1	161.290256	130.968116	2018-05-12 22:33:51.221
1395	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3293	36	40	3	1	161.290336	130.968038	2018-05-12 22:34:01.221
1396	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.290365	130.968128	2018-05-12 22:34:11.221
1397	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3293	36	40	3	1	161.290323	130.968075	2018-05-12 22:34:21.221
1398	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.290228	130.968113	2018-05-12 22:34:31.221
1399	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.290179	130.968102	2018-05-12 22:34:41.221
1400	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3476	38	40	3	1	161.290132	130.968131	2018-05-12 22:34:51.221
1401	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.290091	130.968113	2018-05-12 22:35:01.221
1402	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	2483	38	40	4	1	161.290161	130.968044	2018-05-12 22:35:11.221
1403	5D8AA3F2-CCBC-42B4-A2B3-CE5FD7722DA5	3	3567	39	40	3	1	161.290251	130.968051	2018-05-12 22:35:21.221
